item_id,name,category,features_json,description,average_rating,num_reviews,launch_date
165,L-Theanine Pure,Supplements,"{""dosage_mg"": 5, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",L-Theanine Pure is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.46,412,2024-06-02
166,GABA Supplement,Supplements,"{""dosage_mg"": 5, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",GABA Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.21,235,2024-07-04
167,Phosphatidylserine,Supplements,"{""dosage_mg"": 5, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Phosphatidylserine is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.39,192,2024-03-09
168,Chamomile Extract,Supplements,"{""dosage_mg"": 30, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Chamomile Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.44,360,2024-05-27
169,Lavender Oil,Supplements,"{""dosage_mg"": 200, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Lavender Oil is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.71,143,2025-09-13
170,Melatonin 5mg,Supplements,"{""dosage_mg"": 500, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Melatonin 5mg is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.15,375,2023-08-13
171,Magnesium Glycinate,Supplements,"{""dosage_mg"": 100, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Magnesium Glycinate is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.93,302,2025-01-13
172,White Noise Machine,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": true, ""app_controlled"": true, ""size_options"": ""Full Range"", ""price_range"": ""$50-100"", ""washable"": false, ""eco_friendly"": true}",White Noise Machine is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.27,366,2024-06-29
173,Sleep Mask Premium,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": ""$30-50"", ""washable"": false, ""eco_friendly"": false}",Sleep Mask Premium is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.8,270,2024-05-09
174,Weighted Blanket,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": true, ""app_controlled"": true, ""size_options"": ""Full Range"", ""price_range"": ""$30-50"", ""washable"": true, ""eco_friendly"": true}",Weighted Blanket is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.72,258,2025-03-20
175,Memory Foam Mattress,Sleep Aids,"{""adjustable"": false, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""One Size"", ""price_range"": ""$30-50"", ""washable"": true, ""eco_friendly"": false}",Memory Foam Mattress is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.16,114,2024-11-30
176,Air Purifier,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""S/M/L"", ""price_range"": ""$30-50"", ""washable"": false, ""eco_friendly"": true}",Air Purifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.42,169,2024-07-29
177,Humidifier,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""S/M/L"", ""price_range"": ""$50-100"", ""washable"": true, ""eco_friendly"": true}",Humidifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.55,457,2025-06-28
178,Aromatherapy Diffuser,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": true}",Aromatherapy Diffuser is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.92,114,2024-03-05
179,Blue Light Glasses,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": "">$200"", ""washable"": true, ""eco_friendly"": true}",Blue Light Glasses is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.7,209,2024-06-03
180,Cooling Pillow Pro,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": "">$200"", ""washable"": false, ""eco_friendly"": true}",Cooling Pillow Pro is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.76,352,2024-02-08
181,Blackout Curtains,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": "">$200"", ""washable"": false, ""eco_friendly"": true}",Blackout Curtains is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.93,278,2024-01-12
182,White Noise Machine,Sleep Aids,"{""adjustable"": false, ""temperature_control"": false, ""wireless"": true, ""app_controlled"": true, ""size_options"": ""Full Range"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": false}",White Noise Machine is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.71,295,2023-11-05
183,Sleep Mask Premium,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""Full Range"", ""price_range"": "">$200"", ""washable"": false, ""eco_friendly"": true}",Sleep Mask Premium is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.03,237,2025-11-01
184,Weighted Blanket,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""S/M/L"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": false}",Weighted Blanket is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.69,167,2023-04-19
185,Memory Foam Mattress,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$50-100"", ""washable"": true, ""eco_friendly"": false}",Memory Foam Mattress is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.48,495,2023-12-16
186,Air Purifier,Sleep Aids,"{""adjustable"": false, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": ""$30-50"", ""washable"": true, ""eco_friendly"": false}",Air Purifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.28,303,2023-06-03
187,Humidifier,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$50-100"", ""washable"": true, ""eco_friendly"": false}",Humidifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.68,49,2024-06-09
188,Aromatherapy Diffuser,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$50-100"", ""washable"": false, ""eco_friendly"": true}",Aromatherapy Diffuser is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.4,446,2024-04-18
189,Blue Light Glasses,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""One Size"", ""price_range"": "">$200"", ""washable"": false, ""eco_friendly"": true}",Blue Light Glasses is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.77,26,2023-08-25
190,Cooling Pillow Pro,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$30-50"", ""washable"": false, ""eco_friendly"": true}",Cooling Pillow Pro is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.49,131,2023-08-22
191,Blackout Curtains,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$100-200"", ""washable"": false, ""eco_friendly"": false}",Blackout Curtains is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.28,54,2025-08-01
192,White Noise Machine,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""Full Range"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": false}",White Noise Machine is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.54,392,2025-07-05
193,Sleep Mask Premium,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""Full Range"", ""price_range"": "">$200"", ""washable"": false, ""eco_friendly"": true}",Sleep Mask Premium is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.9,156,2023-12-04
194,Weighted Blanket,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""One Size"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": true}",Weighted Blanket is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.78,27,2024-02-26
195,Memory Foam Mattress,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""Full Range"", ""price_range"": ""$50-100"", ""washable"": true, ""eco_friendly"": false}",Memory Foam Mattress is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.71,162,2025-01-08
